dbn,address,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,asian,black,hispanic,native,pacific,white,attendance,val_chronic_absent_hs_allgf,val_chronic_absent_hs_allgm,Graduation,val_pct_cer_6mo_allgf,val_pct_cer_6mo_allgm,val_pct_cer_6mo_coll_2yr_all,val_pct_cer_6mo_coll_4yr_all,val_pct_cer_6mo_coll_oost_all,val_pct_cer_6mo_coll_priv_all,val_pct_cer_6mo_coll_publ_all,val_pct_cer_6mo_other_all,CollegeSat,APScoreQualified,val_pct_cpci_other_college_all,satMath,satWrt
28Q690,"116-25 Guy R Brewer Blvd, Queens, NY 11434",High School for Law Enforcement and Public Safety,High School,395,0.76,0.89,0.79,0.92,0.85,0.92,0.537,0.463,0.172,0.506,0.241,0.033,0.01,0.025,0.801,0.462,0.462,0.868,0.756,0.462,0.35,0.063,0,0.15,0.038,0,0.022,0.17,0.077,413,417
28Q896,"150-91 87th Rd, Queens, NY 11432","Young Women's Leadership School, Queens",High School,322,0.76,0.87,0.78,0.89,0.88,0.89,1,0,0.391,0.335,0.134,0.031,0.019,0.034,0.931,0.848,0,0.953,0.803,No Data,0.085,0.155,0.183,0.155,0.225,0,0.484,0.75,0.344,526,512
29Q243,"207- 01 116th Ave, Queens, NY 11411",Institute for Health Professions at Cambria Height,High School,469,0.82,0.98,0.89,1,0.93,0.97,0.62,0.38,0.085,0.684,0.151,0.032,0.009,0.015,0.864,0.672,0.56,0.864,0.865,0.556,0.152,0.04,0.048,0.088,0.448,0,0.082,0,0.664,423,456
29Q248,"143-10 Springfield Blvd, Queens, NY 11413",Queens Preparatory Academy,High School,238,0.62,0.84,0.77,0.86,0.93,0.87,0.42,0.58,0.046,0.777,0.088,0.038,0.008,0.021,0.802,0.534,0.486,0.867,0.571,0.5,0.289,0.078,0.033,0.044,0.078,0,0.053,0.16,0.12,410,402
29Q259,"109-89 204th St, Queens, NY 11412",Pathways College Preparatory School: A College Boa,High School,336,0.77,0.87,0.79,0.92,0.93,0.89,0.435,0.565,0.063,0.81,0.057,0.018,0.033,0.009,0.897,0.832,0.736,0.959,0.861,0.72,0.393,0.131,0.082,0.066,0.131,0,0.096,0.178,0.863,424,429
29Q265,"143-10 Springfield Blvd, Queens, NY 11413",Excelsior Preparatory High School,High School,401,0.72,0.97,0.79,0.95,0.93,0.95,0.446,0.554,0.027,0.805,0.08,0.022,0.005,0.02,0.879,0.687,0.609,0.792,0.635,0.553,0.234,0.125,0.063,0.039,0.125,0,0.082,0.16,0.361,411,422
29Q272,"143-10 Springfield Blvd, Queens, NY 11413",George Washington Carver High School for the Scien,High School,345,0.72,0.94,0.79,0.91,0.9,0.91,0.53,0.47,0.046,0.658,0.18,0.038,0.009,0.02,0.809,0.595,0.524,0.832,0.73,0.484,0.288,0.088,0.048,0.08,0.088,0,0.119,0.183,0.04,429,436
29Q283,"143-10 Springfield Blvd, Queens, NY 11413",Preparatory Academy for Writers: A College Board S,High School,330,0.66,0.79,0.76,0.85,0.87,0.86,0.494,0.506,0.018,0.833,0.097,0.015,0.009,0.021,0.9,0.715,0.556,0.86,0.774,0.548,0.242,0.179,0.063,0.011,0.179,0,0.086,0.161,0.086,430,443
29Q313,"207- 01 116th Ave, Queens, NY 11411",Benjamin Franklin High School for Finance & Inform,High School,420,0.84,0.83,0.91,0.83,0.93,0.88,0.336,0.664,0.133,0.59,0.157,0.064,0.021,0.026,0.896,0.783,0.684,0.933,0.833,0.629,0.288,0.138,0.025,0.038,0.175,0,0.19,0.271,0.124,439,446
29Q326,"188-04 91st Ave, Queens, NY 11423",Cambria Heights Academy,High School,355,0.78,0.88,0.84,0.88,0.96,0.93,0.392,0.608,0.101,0.696,0.124,0.031,0.008,0.02,0.891,0.723,0.682,0.882,0.811,0.686,0.486,0.111,0.056,0.056,0.028,0,0.118,0.312,0.151,437,446
29Q327,"171-10 Linden Blvd, Queens, NY 11434",Eagle Academy for Young Men III,High School,233,0.68,0.65,0.76,0.71,0.89,0.77,0,1,0.021,0.854,0.043,0.026,0,0.017,0.746,No Data,0.259,0.865,No Data,0.655,0.291,0.036,0.145,0.073,0.109,0,0.019,0.231,0,431,435
29Q492,"207- 01 116th Ave, Queens, NY 11411","Mathematics, Science Research and Technology Magne",High School,348,0.83,0.95,0.9,0.96,0.86,0.95,0.342,0.658,0.129,0.667,0.121,0.032,0.009,0.02,0.896,0.813,0.665,0.725,0.595,0.355,0.246,0.085,0.034,0.034,0.042,0,0.092,0.193,0.165,423,412
29Q498,"207-01 116th Ave, Queens, NY 11411",Humanities & Arts Magnet High School,High School,393,0.72,0.78,0.79,0.78,0.89,0.82,0.58,0.42,0.056,0.723,0.158,0.028,0,0.02,0.881,0.719,0.637,0.912,0.653,0.426,0.354,0.073,0.063,0.021,0.031,0,0.044,0.165,0.846,402,410
30Q258,"36-41 28th St, Queens, NY 11106",Energy Tech High School,High School,527,0.83,0.95,0.89,0.97,0.92,0.96,0.207,0.793,0.203,0.065,0.588,0.006,0.009,0.104,0.915,0.827,0.734,0.945,0.778,0.809,0.125,0.115,0.029,0.067,0.067,0.375,0.4,0.645,0.8,502,488
30Q286,"23-15 Newtown Ave, Astoria, NY 11102","Young Women's Leadership School, Astoria",High School,313,0.81,0.84,0.86,0.82,0.9,0.87,1,0,0.364,0.089,0.383,0.003,0.006,0.153,0.886,0.619,0,1,0.986,No Data,0.149,0.541,0.054,0.149,0.095,0,0.455,0.604,0.377,509,521
30Q301,"1-50 51st Ave, Queens, NY 11101",Academy for Careers in Television and Film,High School,571,0.83,0.94,0.92,0.95,0.95,0.96,0.48,0.52,0.091,0.123,0.552,0.007,0.007,0.168,0.908,0.77,0.695,1,0.938,0.731,0.273,0.379,0.008,0.038,0.136,0,0.368,0.25,0.333,493,484
30Q445,"48-10 31st Ave, Queens, NY 11103",William Cullen Bryant High School,High School,2141,0.66,0.6,0.76,0.56,0.87,0.72,0.441,0.559,0.248,0.071,0.543,0.007,0.007,0.117,0.839,0.715,0.605,0.869,0.659,0.488,0.258,0.211,0.01,0.031,0.053,0,0.159,0.205,0.206,451,443
30Q450,"14-30 Broadway, Queens, NY 11106",Long Island City High School,High School,2157,0.7,0.84,0.79,0.86,0.88,0.89,0.487,0.513,0.124,0.091,0.701,0.003,0.004,0.061,0.82,0.628,0.503,0.856,0.66,0.425,0.33,0.142,0.009,0.028,0.048,0,0.12,0.303,0.393,447,447
30Q501,"35-12 35th Ave, Queens, NY 11106",Frank Sinatra School of the Arts High School,High School,873,0.8,0.86,0.79,0.91,0.91,0.93,0.683,0.317,0.123,0.11,0.284,0.009,0.002,0.367,0.954,0.898,0.878,0.986,0.816,0.82,0.129,0.188,0.108,0.253,0.14,0,0.493,0.658,0.067,523,536
30Q502,"21-16 44th Rd, Queens, NY 11101",Information Technology High School,High School,948,0.69,0.86,0.77,0.9,0.87,0.89,0.282,0.718,0.174,0.098,0.652,0.007,0.002,0.063,0.832,0.602,0.564,0.888,0.714,0.529,0.294,0.171,0.02,0.041,0.041,0,0.18,0.281,0.135,449,447
30Q555,"28-01 41st Ave, Queens, NY 11101",Newcomers High School,High School,676,0.79,0.93,0.87,0.96,0.91,0.96,0.45,0.55,0.18,0.019,0.723,0.024,0.001,0.052,0.801,0.669,0.476,0.747,0.465,0.437,0.296,0.103,0.012,0.012,0.028,0,0.074,0.378,0.318,419,396
30Q575,"28-01 41st Ave, Queens, NY 11101",Academy of American Studies,High School,1118,0.72,0.72,0.71,0.75,0.86,0.83,0.576,0.424,0.234,0.033,0.342,0,0,0.391,0.93,0.861,0.789,0.986,0.95,0.856,0.134,0.419,0.045,0.155,0.158,0,0.599,0.532,0.738,542,540
30Q580,"28-01 41st Ave, Queens, NY 11101",Baccalaureate School for Global Education,High School,461,0.79,0.88,0.78,0.89,0.88,0.88,0.592,0.408,0.436,0.048,0.187,0.004,0.004,0.284,0.956,0.945,0.857,0.974,0.938,0.813,0.038,0.213,0.2,0.25,0.188,0,0.879,0.009,0.043,660,639
31R028,"104 Gordon St, Staten Island, NY 10304",The Eagle Academy for Young Men of Staten Island,High School,112,0.8,0.87,0.82,0.89,0.9,0.88,0,1,0.045,0.518,0.375,0,0.009,0.045,0.784,No Data,0.426,0.857,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.095,0.119,0,408,451
31R047,"100 Essex Dr, Staten Island, NY 10314",CSI High School for International Studies,High School,505,0.74,0.75,0.84,0.86,0.89,0.85,0.554,0.446,0.204,0.059,0.22,0.012,0.006,0.461,0.949,0.897,0.803,1,0.811,0.784,0.12,0.408,0.056,0.08,0.128,0,0.556,0.516,0.341,548,546
31R064,"100 Essex Dr, Staten Island, NY 10314",Gaynor McCown Expeditionary Learning School,High School,429,0.78,0.95,0.84,0.97,0.88,0.95,0.578,0.422,0.047,0.103,0.238,0.005,0,0.524,0.738,0.444,0.238,0.952,0.78,0.684,0.307,0.227,0.057,0.045,0.102,0,0.267,0.3,0.21,476,487
31R080,"715 Ocean Terrace, Staten Island, NY 10301",The Michael J. Petrides School,High School,502,0.79,0.92,0.76,0.93,0.91,0.91,0.464,0.536,0.09,0.213,0.249,0,0.002,0.412,0.809,0.532,0.535,0.964,0.735,0.525,0.191,0.118,0.127,0.109,0.073,0,0.315,0.482,0.486,486,478
31R440,"465 New Dorp Ln, Staten Island, NY 10306",New Dorp High School,High School,3128,0.73,0.89,0.78,0.93,0.86,0.93,0.48,0.52,0.112,0.092,0.275,0.003,0.002,0.507,0.908,0.821,0.757,0.886,0.69,0.599,0.199,0.27,0.052,0.053,0.066,0,0.295,0.238,0.552,486,493
31R445,"39 Innis St, Staten Island, NY 10302",Port Richmond High School,High School,1538,0.77,0.94,0.81,0.96,0.87,0.94,0.491,0.509,0.069,0.233,0.48,0.008,0.008,0.178,0.778,0.59,0.511,0.846,0.532,0.436,0.206,0.134,0.038,0.051,0.054,0,0.185,0.198,0.384,456,456
31R450,"105 Hamilton Ave, Staten Island, NY 10301",Curtis High School,High School,2455,0.71,0.84,0.75,0.88,0.84,0.9,0.578,0.422,0.07,0.332,0.426,0.005,0.003,0.132,0.692,0.409,0.272,0.753,0.71,0.578,0.095,0.297,0.066,0.065,0.105,0,0.183,0.243,0.368,466,474
31R455,"100 Luten Ave, Staten Island, NY 10312",Tottenville High School,High School,3726,0.75,0.89,0.77,0.9,0.83,0.89,0.51,0.49,0.071,0.014,0.133,0.003,0.001,0.76,0.909,0.818,0.73,0.964,0.924,0.853,0.144,0.311,0.15,0.125,0.125,0,0.373,0.339,0.498,509,504
31R460,"1200 Manor Rd, Staten Island, NY 10314",Susan E. Wagner High School,High School,3332,0.72,0.83,0.75,0.82,0.83,0.86,0.505,0.495,0.159,0.093,0.296,0.005,0.006,0.43,0.881,0.766,0.625,0.9,0.812,0.645,0.171,0.287,0.083,0.103,0.086,0,0.354,0.249,0.478,505,502
31R600,"101 Belmont Pl, Staten Island, NY 10301",Ralph R. McKee Career and Technical Education High,High School,838,0.75,0.89,0.83,0.9,0.89,0.92,0.21,0.79,0.031,0.28,0.495,0.004,0.005,0.168,0.724,0.46,0.397,0.79,0.625,0.481,0.155,0.15,0.03,0.04,0.075,0,0.126,0.161,0.286,445,449
31R605,"485 Clawson St, Staten Island, NY 10306",Staten Island Technical High School,High School,1336,0.85,0.87,0.88,0.89,0.84,0.94,0.441,0.559,0.567,0.007,0.043,0.001,0.002,0.365,0.976,0.973,0.965,0.997,0.887,0.895,0.006,0.181,0.257,0.222,0.225,0,0.973,0.98,0.476,737,690
32K168,"400 Irving Ave, Brooklyn, NY 11237",The Brooklyn School for Math and Research,High School,364,0.77,0.86,0.84,0.89,0.86,0.93,0.374,0.626,0.069,0.437,0.431,0.008,0.005,0.027,0.852,0.681,0.568,0.933,0.759,0.406,0.23,0.262,0.049,0,0.033,0,0.417,0.4,0.05,520,475
32K403,"400 Irving Ave #4, Brooklyn, NY 11237",Academy for Excellence in Leadership,High School,255,0.73,0.91,0.83,0.87,0.94,0.95,0.459,0.541,0.012,0.114,0.835,0,0.004,0.031,0.753,0.409,0.287,0.844,0.429,0.344,0.269,0.075,0,0.045,0,0,0.031,0.047,0,400,402
32K545,"1155 DeKalb Ave, Brooklyn, NY 11221",EBC High School for Public Service - Bushwick,High School,472,0.66,0.85,0.84,0.89,0.93,0.93,0.453,0.547,0.011,0.097,0.871,0,0.002,0.013,0.811,0.561,0.461,0.939,0.562,0.37,0.354,0.079,0.016,0.016,0.016,0,0.026,0.086,0.147,406,410
32K549,"400 Irving Ave, Brooklyn, NY 11237",The Brooklyn School for Social Justice,High School,302,0.68,0.73,0.83,0.79,0.92,0.87,0.52,0.48,0.007,0.172,0.772,0.007,0.007,0.033,0.778,0.374,0.353,0.842,0.435,0.279,0.247,0.056,0.011,0.011,0.034,0,0.078,0.156,0.156,406,404
32K552,"400 Irving Ave, Brooklyn, NY 11237",The Academy of Urban Planning and Engineering,High School,372,0.81,0.94,0.86,0.96,0.9,0.94,0.366,0.634,0.019,0.215,0.691,0.005,0,0.048,0.871,0.669,0.662,0.982,0.55,0.5,0.3,0.025,0.025,0.025,0.15,0,0.054,0.277,0.214,402,405
32K554,"321 Palmetto St, Brooklyn, NY 11237",All City Leadership Secondary School,High School,252,0.87,0.87,0.9,0.91,0.94,0.93,0.52,0.48,0.044,0.091,0.786,0,0,0.075,0.961,0.939,0.869,0.984,0.939,0.759,0.129,0.323,0.194,0.097,0.113,0,0.625,0.688,0.203,575,548
32K556,"797 Bushwick Ave, Brooklyn, NY 11221",Bushwick Leaders High School for Academic Excellen,High School,365,0.71,0.84,0.84,0.9,0.93,0.95,0.512,0.488,0.005,0.167,0.792,0.011,0,0.019,0.803,0.448,0.433,0.855,0.607,0.313,0.117,0.167,0,0.05,0.117,0,0.086,0.279,0.043,411,413
